,objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture,primaryImage
2108,437638,The Marriage of Cupid and Psyche,Andrea Schiavone (Andrea Meldola),ca. 1540,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT11094.jpg
2109,437639,Christ before Pilate; The Resurrection,Ludwig Schongauer,Unknown time period,German,Germany,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164861.jpg
2110,437640,Baron Alexander von Humboldt (1769–1859),Julius Schrader,1859,German,Germany,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1411-001.jpg
2111,437641,Arabs on the March,Adolf Schreyer,Unknown time period,German,Germany,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-23078-001.jpg
2112,437642,Battle Scene: Arabs Making a Detour,Adolf Schreyer,Unknown time period,German,Germany,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep94.24.2.bw.R.jpg
2113,437643,The Building of Westminster Bridge,Samuel Scott,Unknown time period,British,Britain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169565.jpg
2114,437645,"Portrait of a Man, Said to be Christopher Columbus (born about 1446, died 1506)",Sebastiano del Piombo (Sebastiano Luciani),1519,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17778-001.jpg
2115,437646,Madonna and Child with Saints and Donors,Sebastiano del Piombo,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT5283.jpg
2116,437647,Spring in Brittany,Paul Sébillot,1874,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17429-001.jpg
2117,437648,Sir James Dashwood (1715–1779),Enoch Seeman the Younger,1737,German,Germany,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP168992.jpg
2118,437649,Christ Blessing,Segna di Buonaventura,ca. 1311,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP367962.jpg
2119,437652,The Virgin Adoring the Child with the Infant Saint John the Baptist,Jacopo di Arcangelo (called Jacopo del Sellaio),late 1480s,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep41.100.10.bw.R.jpg
2120,437654,Circus Sideshow (Parade de cirque),Georges Seurat,1887–88,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP375450_cropped.jpg
2121,437655,The Forest at Pontaubert,Georges Seurat,1881,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2165.jpg
2122,437656,The Gardener,Georges Seurat,1882–83,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1499.jpg
2123,437657,Landscape at Saint-Ouen,Georges Seurat,1878 or 1879,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19196-001.jpg
2124,437658,"Study for ""A Sunday on La Grande Jatte""",Georges Seurat,1884,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP259921.jpg
2125,437659,View of the Seine,Georges Seurat,1882–83,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19197-001.jpg
2126,437660,Portrait of a Horseman,James Seymour,Unknown time period,British,Britain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169220.jpg
2127,437662,"William Archer Shee (1810–1899), the Artist's Son",Sir Martin Archer Shee,ca. 1820,Irish,Ireland,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169500.jpg
2128,437673,The Assumption of the Virgin with Saints Michael and Benedict,Luca Signorelli,ca. 1493–96,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP102429.jpg
2129,437677,Saint Bartholomew,Simone Martini,ca. 1317–19,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-12431-001.jpg
2130,437678,Saint Matthias,Simone Martini,ca. 1317–19,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP168805.jpg
2131,437679,Saint Thomas,Simone Martini,ca. 1317–19,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP168803.jpg
2132,437680,The Bridge at Villeneuve-la-Garenne,Alfred Sisley,1872,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-041.jpg
2133,437682,View of Marly-le-Roi from Coeur-Volant,Alfred Sisley,1876,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP130325.jpg
2134,437683,Sahurs Meadows in Morning Sun,Alfred Sisley,1894,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20336-001.jpg
2135,437684,The Road from Moret to Saint-Mammès,Alfred Sisley,1883–85,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP323408.jpg
2136,437685,The Road from Versailles to Louveciennes,Alfred Sisley,probably 1879,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22989-001.jpg
2137,437686,Rue Eugène Moussoir at Moret: Winter,Alfred Sisley,1891,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1907.jpg
2138,437687,Johan Hulshout (1623–1687),Pieter van Slingelandt,ca. 1670 or slightly later,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143190.jpg
2139,437697,Soldiers Bivouacking,Pieter Snayers,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT340534.jpg
2140,437699,Salome with the Head of Saint John the Baptist,Andrea Solario,ca. 1507–9,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP105662.jpg
2141,437701,Diego Pignatelli d'Aragona (1687–1750) and an Enslaved African Servant,Francesco Solimena,probably 1731 or 1732,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14155-001.jpg
2142,437703,A Kitchen,Hendrick Sorgh,ca. 1643,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145945.jpg
2143,437722,The Mass of Saint Gregory,Spanish Painter,Unknown time period,Spanish,Spain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT10252.jpg
2144,437724,Virgin and Child Enthroned with Saints Catherine and Jerome,Spanish Painter,Unknown time period,Spanish,Spain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP31.jpg
2145,437725,"Doña Marianna Stampa Parravicina (born 1612), Condesa di Segrate",Spanish Painter,Unknown time period,unavailable,Unknown country,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep45.128.15.bw.R.jpg
2146,437729,Saint Michael the Archangel,Ignacio de Ries,1640s,Spanish,Spain,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20396-001.jpg
2147,437738,The Beheading of Saint John the Baptist,Spanish (Catalan) Painter,Unknown time period,Spanish,Spain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP300711.jpg
2148,437739,Salome Dancing before Herod,Spanish (Catalan) Painter,Unknown time period,Spanish,Spain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP300709.jpg
2149,437742,Saint Michael and the Dragon,Spanish (Valencian) Painter,ca. 1405,Spanish,Spain,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT200571.jpg
2150,437744,Saint Mary Magdalen Holding a Crucifix; (reverse) The Flagellation,Spinello Aretino (Spinello di Luca Spinelli),ca. 1395–1400,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP296527.jpg
2151,437747,The Dissolute Household,Jan Steen,ca. 1663–64,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146465.jpg
2152,437748,The Lovesick Maiden,Jan Steen,ca. 1660,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP147594.jpg
2153,437749,Merry Company on a Terrace,Jan Steen,ca. 1670,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146455.jpg
2154,437750,A Renaissance Portico with Elegant Figures,Hendrick van Steenwijck II,ca. 1615,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep45.94.2.bw.R.jpg
2155,437754,After the Ball,Alfred Stevens,1874,Belgian,Belgium,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT12025.jpg
2156,437755,In the Studio,Alfred Stevens,1888,Belgian,Belgium,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT8475.jpg
2157,437756,The Japanese Robe,Alfred Stevens,ca. 1872,Belgian,Belgium,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19924-001.jpg
2158,437757,Old Woman Praying,Matthias Stom,late 1630s or early 1640s,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146510.jpg
2159,437760,Landscape with Cattle,Jacob van Strij,probably ca. 1800,Dutch,Netherlands,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143202.jpg
2160,437763,Tobias Curing His Father's Blindness,Bernardo Strozzi,1630–35,Italian,Italy,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP277247.jpg
2161,437764,The Third Duke of Dorset's Hunter with a Groom and a Dog,George Stubbs,1768,British,Britain,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164858.jpg
2162,437766,Ferdinando II de' Medici (1610–1670) as a Boy,Justus Sustermans,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep45.128.13.bw.R.jpg
2163,437769,Clothing the Naked,Michiel Sweerts,ca. 1661,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-15762-001.jpg
2164,437770,Saint Agapitus of Praeneste in the Arena; (interior) The Beheading of Saint Agapitus of Praeneste,Swiss Painter,ca. 1500–1505,Swiss,Switzerland,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164845.jpg
2165,437771,Saint Remigius Replenishing the Barrel of Wine; (interior) Saint Remigius and the Burning Wheat,Swiss Painter,ca. 1500–1505,Swiss,Switzerland,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT256630.jpg
2166,437772,Portrait of a Man Wearing the Order of the Annunziata of Savoy,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP134700.jpg
2167,437775,The Billiard Room,Nicolas Antoine Taunay,after 1810,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-415-001.jpg
2168,437777,Guardroom with the Deliverance of Saint Peter,David Teniers the Younger,ca. 1645–47,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT200197.jpg
2169,437779,Peasants Dancing and Feasting,David Teniers the Younger,ca. 1660,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120379.jpg
2170,437780,Shepherds and Sheep,David Teniers the Younger,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT280207.jpg
2171,437781,Landscape with Thatched Cottages,David Teniers the Younger,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep22.47.3.bw.R.jpg
2172,437784,Alexander the Great Rescued from the River Cydnus,Pietro Testa,ca. 1650,Italian,Italy,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22844-001.jpg
2173,437788,The Triumph of Marius,Giovanni Battista Tiepolo,1729,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT9353.jpg
2174,437790,Allegory of the Planets and Continents,Giovanni Battista Tiepolo,1752,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14286-007.jpg
2175,437794,The Battle of Vercellae,Giovanni Battista Tiepolo,1725–29,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2944.jpg
2176,437795,The Capture of Carthage,Giovanni Battista Tiepolo,1725–29,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1445b.jpg
2177,437800,The Investiture of Bishop Harold as Duke of Franconia,Giovanni Battista Tiepolo,ca. 1751–52,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP123856.jpg
2178,437803,Saint Thecla Praying for the Plague-Stricken,Giovanni Battista Tiepolo,1758–59,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT11803.jpg
2179,437804,Allegorical Figures Representing Virtue and Abundance,Giovanni Battista Tiepolo,1760,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP287634.jpg
2180,437812,A Dance in the Country,Giovanni Domenico Tiepolo,ca. 1755,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT8976.jpg
2181,437815,The Sacrifice of Isaac,Giovanni Domenico Tiepolo,mid-1750s,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT200612.jpg
2182,437817,Group Portrait: A Wedding Celebration,Gillis van Tilborgh,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP602.jpg
2183,437820,The Finding of Moses,Jacopo Tintoretto (Jacopo Robusti),1560s?,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP239507.jpg
2184,437823,"Filippo Archinto (born about 1500, died 1558), Archbishop of Milan",Titian (Tiziano Vecellio),mid-1550s,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT5147.jpg
2185,437827,Venus and the Lute Player,Titian,ca. 1565–70,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT11.jpg
2186,437828,"Alfonso d'Este (1486–1534), Duke of Ferrara",Titian,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT226035.jpg
2187,437830,Doge Andrea Gritti (1455–1538),Titian,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22887-001.jpg
2188,437831,Jean Marc Nattier (1685–1766),Louis Tocqué,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280391.jpg
2189,437834,Mademoiselle Nys,Henri de Toulouse-Lautrec,1899,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep1974.356.36.R.jpg
2190,437835,"The Englishman (William Tom Warrener, 1861–1934) at the Moulin Rouge",Henri de Toulouse-Lautrec,1892,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1500.jpg
2191,437836,Albert (René) Grenier (1858–1925),Henri de Toulouse-Lautrec,1887,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2167.jpg
2192,437837,The Sofa,Henri de Toulouse-Lautrec,ca. 1894–96,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1924.jpg
2193,437838,Woman in the Garden of Monsieur Forest,Henri de Toulouse-Lautrec,1889–91,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP124056.jpg
2194,437839,Émilie,Henri de Toulouse-Lautrec,late 1890s,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep1974.356.35.R.jpg
2195,437841,Saint Margaret of Cortona,Gaspare Traversi,ca. 1758,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT11449.jpg
2196,437842,Teasing a Sleeping Girl,Gaspare Traversi,ca. 1760,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22991-001.jpg
2197,437844,Comedy,Pierre Charles Trémolières,ca. 1736,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP356152.jpg
2198,437846,Going to Market,Constant Troyon,1860,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep17.120.220.bw.R.jpg
2199,437847,Road in the Woods,Constant Troyon,mid-1840s,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP368944.jpg
2200,437848,Rose Hedge,Wilhelm Trübner,1910,German,Germany,1900's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP355176.jpg
2201,437850,Saint Louis of Toulouse,Cosmè Tura (Cosimo di Domenico di Bonaventura),1484?,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP121336.jpg
2202,437852,"Saltash with the Water Ferry, Cornwall",Joseph Mallord William Turner,1811,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169566.jpg
2203,437853,"Venice, from the Porch of Madonna della Salute",Joseph Mallord William Turner,ca. 1835,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169568.jpg
2204,437854,Whalers,Joseph Mallord William Turner,ca. 1845,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13360-001.jpg
2205,437857,Head of Saint John the Baptist,Emmanuel Tzanès,Unknown time period,Greek,Greece,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep33.79.18.bw.R.jpg
2206,437858,Head of the Virgin,Emmanuel Tzanès,Unknown time period,Greek,Greece,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep33.79.15.bw.R.jpg
2207,437860,Going Home,Fritz von Uhde,ca. 1889,German,Germany,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20645-001.jpg
2208,437861,Portrait of a Boy with a Falcon,Wallerant Vaillant,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22709-001.jpg
2209,437864,Vase of Flowers and Conch Shell,Anne Vallayer-Coster,1780,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17394-001.jpg
2210,437865,Halt of the Hunt,Carle (Charles André) Vanloo,ca. 1737,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-12951-001.jpg
2211,437866,Madonna and Child Enthroned with Saints Peter and Paul and Angels,Lippo Vanni (Lippo Vanni di Giovanni),Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.100.bw.R.jpg
2212,437867,A Bouquet of Flowers in a Crystal Vase,Nicolaes van Veerendael,1662,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT202022.jpg
2213,437868,"Don Gaspar de Guzmán (1587–1645), Count-Duke of Olivares",Velázquez (Diego Rodríguez de Silva y Velázquez),ca. 1636 or later,Spanish,Spain,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-011.jpg
2214,437869,Juan de Pareja (1606–1670),Velázquez (Diego Rodríguez de Silva y Velázquez),1650,Spanish,Spain,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14286-001.jpg
2215,437871,The Supper at Emmaus,Velázquez (Diego Rodríguez de Silva y Velázquez),1622–23,Spanish,Spain,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120945.jpg
2216,437872,"Mariana of Austria (1634–1696), Queen of Spain",Velázquez,Unknown time period,Spanish,Spain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP276130.jpg
2217,437873,"Philip IV (1605–1665), King of Spain",Velázquez (Diego Rodríguez de Silva y Velázquez),probably 1624,Spanish,Spain,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP239023.jpg
2218,437874,"Portrait of a Man, Possibly a Self-Portrait",Velázquez (Diego Rodríguez de Silva y Velázquez),ca. 1635,Spanish,Spain,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP221248.jpg
2219,437876,Entrance to a Dutch Port,Willem van de Velde II,ca. 1665,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146449.jpg
2220,437877,Allegory of the Catholic Faith,Johannes Vermeer,ca. 1670–72,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145924.jpg
2221,437878,A Maid Asleep,Johannes Vermeer,ca. 1656–57,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP355525.jpg
2222,437879,Study of a Young Woman,Johannes Vermeer,ca. 1665–67,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP353256.jpg
2223,437880,Young Woman with a Lute,Johannes Vermeer,ca. 1662–63,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP354965.jpg
2224,437881,Young Woman with a Water Pitcher,Johannes Vermeer,ca. 1662,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP353257.jpg
2225,437882,A Young Woman Reading,Johannes Vermeer,Unknown time period,Dutch,Netherlands,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143178.jpg
2226,437884,"Mary (1505–1558), Queen of Hungary",Jan Cornelisz Vermeyen,Unknown time period,Netherlandish,Netherlands,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT8856.jpg
2227,437886,Harbor Scene with a Grotto and Fishermen Hauling in Nets,Joseph Vernet,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP312862.jpg
2228,437887,Bertel Thorvaldsen (1768–1844) with the Bust of Horace Vernet,Horace Vernet,1833 or later,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2137.jpg
2229,437888,The Start of the Race of the Riderless Horses,Horace Vernet,1820,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2551.jpg
2230,437889,Alessandro Vittoria (1525–1608),Paolo Veronese (Paolo Caliari),ca. 1580,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17461-001.jpg
2231,437890,Boy with a Greyhound,Paolo Veronese (Paolo Caliari),possibly 1570s,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-005.jpg
2232,437891,Mars and Venus United by Love,Paolo Veronese (Paolo Caliari),1570s,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP167124.jpg
2233,437894,Eugène Joseph Stanislas Foullon d'Ecotier (1753–1821),Antoine Vestier,1785,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13041-001.jpg
2234,437895,The Reprimand,Jean-Georges Vibert,1874,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP1436.jpg
2235,437896,The Missionary's Adventures,Jean-Georges Vibert,ca. 1883,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP1435.jpg
2236,437897,Abraham's Parting from the Family of Lot,Jan Victors,ca. 1655–65,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143196.jpg
2237,437898,"Madame Grand (Noël Catherine Vorlée, 1761–1835)",Elisabeth Louise Vigée Le Brun,1783,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP320094.jpg
2238,437899,Alexandre Charles Emmanuel de Crussol-Florensac (1743–1815),Elisabeth Louise Vigée Le Brun,1787,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP320090.jpg
2239,437900,"Comtesse de la Châtre (Marie Charlotte Louise Perrette Aglaé Bontemps, 1762–1848)",Elisabeth Louise Vigée Le Brun,1789,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP320086.jpg
2240,437902,Examining Antique Arms,José Villegas y Cordero,1870,Spanish,Spain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Villegas_87_15_39_Examining_Arms_Cropped.jpg
2241,437903,Marie Joséphine Charlotte du Val d'Ognes (1786–1868),Marie Denise Villers,1801,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-416-001.jpg
2242,437909,Saint Peter Martyr Healing the Leg of a Young Man,Antonio Vivarini,ca. 1450,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP154560.jpg
2243,437910,Saint Jerome,Antonio Vivarini,1440s,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP322.jpg
2244,437912,The Death of the Virgin,Bartolomeo Vivarini,1485,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP231371.jpg
2245,437913,A Saint (Mark?) Reading,Bartolomeo Vivarini,ca. 1470,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP256393.jpg
2246,437914,Calm Sea,Simon de Vlieger,after 1640,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP147592.jpg
2247,437915,"Interior of the Oude Kerk, Delft",Hendrick van Vliet,1660,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146460.jpg
2248,437916,Still Life with Cheese,Antoine Vollon,probably late 1870s,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1989.jpg
2249,437919,Two Tritons at the Feast of Acheloüs,Cornelis de Vos,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22551-001.jpg
2250,437920,A Vase with Flowers,Jacob Vosmaer,probably 1613,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145940.jpg
2251,437922,The Pigeon House,Roelof van Vries,Unknown time period,Dutch,Netherlands,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143194.jpg
2252,437923,"A Day in October, near Waxholm, Sweden",Alfred Wahlberg,1873,Swedish,Sweden,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep87.15.99.bw.R.jpg
2253,437925,The French Comedians,Antoine Watteau,ca. 1720,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120381.jpg
2254,437926,Mezzetin,Antoine Watteau,ca. 1718–20,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP170811.jpg
2255,437928,The Country Dance,Antoine Watteau,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1417-001.jpg
2256,437935,"An Old Bridge at Hendon, Middlesex",Frederick Waters Watts,ca. 1828,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169650.jpg
2257,437936,Ariadne,George Frederic Watts,1894,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169627.jpg
2258,437937,Gamepiece with a Dead Heron,Jan Weenix,1695,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145930.jpg
2259,437939,The Highland Family,Sir David Wilkie,1824,"British, Scottish",Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169629.jpg
